G1UW26_S25	unpaired_trimmed	12610684
G1UW27_S26	1_trimmed	154652203
G1UW27_S26	2_trimmed	154652203
G1UW27_S26	unpaired_trimmed	18937034
G1UW28_S27	1_trimmed	163974042
G1UW28_S27	2_trimmed	163974042
G1UW28_S27	unpaired_trimmed	14406435
G1UW29_S28	1_trimmed	195082028
G1UW29_S28	2_trimmed	195082028
G1UW29_S28	unpaired_trimmed	15158874
G1UW2_S2	1_trimmed	61774069
G1UW2_S2	2_trimmed	61774069
G1UW2_S2	unpaired_trimmed	9086606
G1UW3_S3	1_trimmed	126729960
G1UW3_S3	2_trimmed	126729960
G1UW3_S3	unpaired_trimmed	13085545
G1UW4_S4	1_trimmed	147522909
G1UW4_S4	2_trimmed	147522909
G1UW4_S4	unpaired_trimmed	12257346
G1UW5_S5	1_trimmed	110161700
G1UW5_S5	2_trimmed	110161700
G1UW5_S5	unpaired_trimmed	10508316
G1UW6_S6	1_trimmed	173250396
G1UW6_S6	2_trimmed	173250396
G1UW6_S6	unpaired_trimmed	12733599
G1UW8_S7	1_trimmed	154551829
G1UW8_S7	2_trimmed	154551829
G1UW8_S7	unpaired_trimmed	12727095
G1UW9_S8	1_trimmed	143176193
G1UW9_S8	2_trimmed	143176193
G1UW9_S8	unpaired_trimmed	11435497
G2UW10_S38	1_trimmed	126054505
G2UW10_S38	2_trimmed	126054505
G2UW10_S38	unpaired_trimmed	11029774
G2UW12_S39	1_trimmed	119595748
G2UW12_S39	2_trimmed	119595748
G2UW12_S39	unpaired_trimmed	11229754
G2UW14_S40	1_trimmed	87468092
G2UW14_S40	2_trimmed	87468092
G2UW14_S40	unpaired_trimmed	8826719
G2UW16_S41	1_trimmed	95616560
G2UW16_S41	2_trimmed	95616560
G2UW16_S41	unpaired_trimmed	12006628
G2UW18_S42	1_trimmed	85605506
G2UW18_S42	2_trimmed	85605506
G2UW18_S42	unpaired_trimmed	11991374
G2UW20_S43	1_trimmed	83934781
G2UW20_S43	2_trimmed	83934781
G2UW20_S43	unpaired_trimmed	12606598
G2UW23_S44	1_trimmed	151359426
G2UW23_S44	2_trimmed	151359426
G2UW23_S44	unpaired_trimmed	17244342
G2UW25_S45	1_trimmed	82337234
G2UW25_S45	2_trimmed	82337234
G2UW25_S45	unpaired_trimmed	8973247
G2UW26_S46	1_trimmed	122659191
G2UW26_S46	2_trimmed	122659191
G2UW26_S46	unpaired_trimmed	11512340
G2UW27_S47	1_trimmed	97463185
G2UW27_S47	2_trimmed	97463185
G2UW27_S47	unpaired_trimmed	8721849
G2UW28_S48	1_trimmed	122941881
G2UW28_S48	2_trimmed	122941881
G2UW28_S48	unpaired_trimmed	8852972
G2UW2_S35	1_trimmed	150683463
G2UW2_S35	2_trimmed	150683463
G2UW2_S35	unpaired_trimmed	13073998
G2UW30_S49	1_trimmed	81673506
G2UW30_S49	2_trimmed	81673506
G2UW30_S49	unpaired_trimmed	7827565
G2UW31_S50	1_trimmed	120868264
G2UW31_S50	2_trimmed	120868264
G2UW31_S50	unpaired_trimmed	10612483
G2UW32_S51	1_trimmed	106085771
G2UW32_S51	2_trimmed	106085771
G2UW32_S51	unpaired_trimmed	9961417
G2UW35_S52	1_trimmed	100997182
G2UW35_S52	2_trimmed	100997182
G2UW35_S52	unpaired_trimmed	9669573
G2UW36_S53	1_trimmed	118133453
G2UW36_S53	2_trimmed	118133453
G2UW36_S53	unpaired_trimmed	9687932
G2UW38_S54	1_trimmed	111148650
G2UW38_S54	2_trimmed	111148650
G2UW38_S54	unpaired_trimmed	10956925
G2UW4_S36	1_trimmed	169439136
G2UW4_S36	2_trimmed	169439136
G2UW4_S36	unpaired_trimmed	16964819
G2UW8_S37	1_trimmed	89492731
G2UW8_S37	2_trimmed	89492731
G2UW8_S37	unpaired_trimmed	10777597
G3UW13_S60	1_trimmed	102581974
G3UW13_S60	2_trimmed	102581974
G3UW13_S60	unpaired_trimmed	11180584
G3UW18_S61	1_trimmed	118347533
G3UW18_S61	2_trimmed	118347533
G3UW18_S61	unpaired_trimmed	11891481
G3UW1_S55	1_trimmed	93623465
G3UW1_S55	2_trimmed	93623465
G3UW1_S55	unpaired_trimmed	9659651
G3UW20_S62	1_trimmed	104756429
G3UW20_S62	2_trimmed	104756429
G3UW20_S62	unpaired_trimmed	12443294
G3UW27_S64	1_trimmed	109888872
G3UW27_S64	2_trimmed	109888872
G3UW27_S64	unpaired_trimmed	10978595
G3UW29_S65	1_trimmed	120803695
G3UW29_S65	2_trimmed	120803695
G3UW29_S65	unpaired_trimmed	12158670
G3UW2_S56	1_trimmed	102999784
G3UW2_S56	2_trimmed	102999784
G3UW2_S56	unpaired_trimmed	8993448
G3UW31_S66	1_trimmed	110410711
G3UW31_S66	2_trimmed	110410711
G3UW31_S66	unpaired_trimmed	10978309
G3UW34_S67	1_trimmed	114520005
G3UW34_S67	2_trimmed	114520005
G3UW34_S67	unpaired_trimmed	13142490
G3UW36_S68	1_trimmed	125419894
G3UW36_S68	2_trimmed	125419894
G3UW36_S68	unpaired_trimmed	12690624
G3UW4_S57	1_trimmed	104261186
G3UW4_S57	2_trimmed	104261186
G3UW4_S57	unpaired_trimmed	9390088
G3UW6_S58	1_trimmed	95026738
G3UW6_S58	2_trimmed	95026738
G3UW6_S58	unpaired_trimmed	12758542
